Ensembl_ID,Gene_symbol,Log_FoldChange,logCPM,PValue,FDR_adjusted_P.value,Power,BCOV
ENSG00000102796,DHRS12,-0.675,2.957,0.074813543,0.261832819,0.964,0.734
ENSG00000148935,GAS2,2.087,3.421,0.074813416,0.261832819,1,1.519
ENSG00000188580,NKAIN2,1.393,4.146,0.074805428,0.261832819,1,1.114
ENSG00000132692,BCAN,1.344,3.087,0.074844831,0.261908294,1,1.061
ENSG00000077514,POLD3,0.556,5.281,0.074867319,0.261952959,0.998,0.501
ENSG00000163288,GABRB1,2.841,0.654,0.074888717,0.261962694,1,1.883
ENSG00000255595,LOC101927531,2.772,1.521,0.074895774,0.261962694,1,1.811
ENSG00000174233,ADCY6,-0.584,5.732,0.074909,0.261962694,0.984,0.631
ENSG00000183337,BCOR,0.634,6.768,0.074901392,0.261962694,0.999,0.567
ENSG00000274972,FRG2,1.89,0.041,0.074960688,0.262109426,0.999,1.313
ENSG00000250739,LINC01262,4.019,-0.441,0.075017001,0.262238254,1,2.032
ENSG00000186732,MPPED1,1.521,4.457,0.075011526,0.262238254,1,1.202
ENSG00000106976,DNM1,0.999,7.298,0.07503967,0.262283461,1,0.849
ENSG00000105409,ATP1A3,1.784,6.351,0.075076792,0.262379166,1,1.362
ENSG00000275022,MIR6753,-1.689,-0.897,0.075099626,0.2623792,0.849,2.173
ENSG00000214107,MAGEB1,4.328,-0.677,0.075125502,0.2623792,1,2.295
ENSG00000128519,TAS2R16,4.713,-0.48,0.075121114,0.2623792,1,2.483
ENSG00000234154,HLA-DMB,-1.252,-0.062,0.075121301,0.2623792,0.902,1.419
ENSG00000243978,RTL9,1.674,1.856,0.075097533,0.2623792,1,1.291
ENSG00000172464,OR5AP2,4.053,-0.839,0.075176384,0.262420817,1,2.161
ENSG00000241119,UGT1A9,4.561,-0.596,0.075151252,0.262420817,1,2.417
ENSG00000168754,FAM178B,1.233,1.985,0.075173706,0.262420817,0.999,0.998
ENSG00000147257,GPC3,-1.129,3.08,0.075171154,0.262420817,0.96,1.34
ENSG00000253983,LOC105375903,3.868,-0.905,0.075194689,0.262450703,1,2.036
ENSG00000196659,TTC30B,0.941,2.796,0.075223214,0.262516249,0.998,0.794
ENSG00000049249,TNFRSF9,0.51,4.828,0.075258651,0.2626059,0.997,0.456
ENSG00000128191,DGCR8,0.631,6.416,0.075276664,0.262634733,0.999,0.563
ENSG00000166930,MS4A5,-1.274,0.638,0.075299315,0.262645725,0.912,1.552
ENSG00000133742,CA1,-0.924,3.12,0.075298526,0.262645725,0.965,1.06
ENSG00000237937,LOC101929011,3.951,-0.87,0.075314298,0.262663976,1,2.091
ENSG00000168298,HIST1H1E,0.881,6.698,0.075350648,0.262756732,0.999,0.762
ENSG00000254338,MAFA-AS1,3.995,-0.85,0.075372371,0.262798462,1,2.116
ENSG00000221818,EBF2,1.312,3.493,0.075389391,0.26282379,1,1.058
ENSG00000128606,LRRC17,-1.012,2.014,0.075418772,0.262824177,0.955,1.156
ENSG00000215375,MYL5,-0.838,3.431,0.075410175,0.262824177,0.971,0.939
ENSG00000263001,GTF2I,0.516,7.522,0.075411945,0.262824177,0.998,0.471
ENSG00000162390,ACOT11,0.411,6.418,0.075433915,0.262842946,0.998,0.375
ENSG00000196636,SDHAF3,1.358,2.1,0.075461871,0.262906349,0.999,1.086
ENSG00000130540,SULT4A1,1.247,3.901,0.075529443,0.263089422,1,1.019
ENSG00000175155,YPEL2,-0.553,5.195,0.075533952,0.263089422,0.983,0.594
ENSG00000167791,CABP2,4.965,-0.321,0.075568265,0.263174911,1,2.591
ENSG00000233261,FAM238A,3.276,-0.3,0.075587715,0.263208616,1,1.891
ENSG00000279579,LOC101930100,3.183,0.57,0.075611625,0.263215914,1,2.034
ENSG00000216937,CCDC7,-0.661,3.855,0.075619124,0.263215914,0.974,0.724
ENSG00000223654,FLOT1,-0.754,4.01,0.075614901,0.263215914,0.975,0.839
ENSG00000265018,AGAP12P,-1.177,3.049,0.075699447,0.263461461,0.958,1.41
ENSG00000134717,BTF3L4,0.565,5.441,0.07572234,0.263507093,0.998,0.505
ENSG00000249641,HOXC13-AS,4.27,-0.73,0.075794832,0.263657176,1,2.274
ENSG00000254521,SIGLEC12,-1.347,0.785,0.075791797,0.263657176,0.922,1.644
ENSG00000130309,COLGALT1,-0.464,5.939,0.075775448,0.263657176,0.986,0.49
ENSG00000254349,MIR2052HG,1.112,2.65,0.075834915,0.263762548,0.999,0.918
ENSG00000151247,EIF4E,0.537,6.753,0.075938436,0.264088509,0.998,0.488
ENSG00000221442,MIR548F4,-1.643,-1.32,0.075951897,0.264101226,0.779,2.236
ENSG00000105509,HAS1,-1.536,0.471,0.076012951,0.264245306,0.912,1.93
ENSG00000070526,ST6GALNAC1,-0.995,2.092,0.076005926,0.264245306,0.953,1.148
ENSG00000111325,OGFOD2,0.864,3.884,0.076060694,0.264316722,0.999,0.75
ENSG00000160200,CBS,0.961,4.969,0.076056642,0.264316722,0.999,0.823
ENSG00000170325,PRDM10,0.718,4.935,0.076062931,0.264316722,0.999,0.634
ENSG00000184330,S100A7A,2.498,2.418,0.076086712,0.264329723,1,1.757
ENSG00000136535,TBR1,1.295,2.943,0.0760786,0.264329723,1,1.037
ENSG00000064201,TSPAN32,-0.765,3.473,0.076105922,0.264329723,0.972,0.848
ENSG00000111052,LIN7A,1.136,4.571,0.076100087,0.264329723,1,0.947
ENSG00000163050,COQ8A,0.654,5.342,0.076170933,0.26452141,0.998,0.585
ENSG00000256577,LOC101929384,4.25,-0.751,0.076262308,0.264722323,1,2.273
ENSG00000204969,PCDHA2,1.494,2.537,0.076276318,0.264722323,1,1.154
ENSG00000143226,FCGR2A,-0.698,5.431,0.076247015,0.264722323,0.981,0.77
ENSG00000075303,SLC25A40,0.54,5.909,0.07625303,0.264722323,0.998,0.484
ENSG00000237870,LOC102724434,1.05,6.054,0.076277922,0.264722323,1,0.885
ENSG00000145536,ADAMTS16,0.772,3.922,0.076297575,0.264756417,0.999,0.663
ENSG00000112462,OR12D3,2.981,-1.14,0.076315768,0.264785442,1,1.727
ENSG00000270617,URGCP-MRPS24,4.334,-0.16,0.076334853,0.264800368,1,2.651
ENSG00000187650,VMAC,0.629,4.058,0.07633973,0.264800368,0.998,0.546
ENSG00000221036,MIR1193,4.347,-0.673,0.076351695,0.264807771,1,2.317
ENSG00000204856,FAM216A,0.568,3.781,0.076377954,0.264864744,0.995,0.499
ENSG00000205916,DAZ1,3.145,-0.954,0.076398383,0.26488695,1,2.045
ENSG00000279141,LINC01451,-1.303,2.339,0.076404024,0.26488695,0.945,1.602
ENSG00000283332,RIPOR1,-1.732,2.953,0.076431376,0.264947677,0.921,2.305
ENSG00000260629,BGLT3,3.861,-0.934,0.076466077,0.264953588,1,2.06
ENSG00000175336,APOF,0.973,1.961,0.07645253,0.264953588,0.997,0.801
ENSG00000158480,SPATA2,-0.579,4.028,0.076477537,0.264953588,0.976,0.62
ENSG00000163596,ICA1L,0.611,5.247,0.076482259,0.264953588,0.998,0.547
ENSG00000145362,ANK2,0.93,7.487,0.076465327,0.264953588,1,0.802
ENSG00000154845,PPP4R1,-0.437,5.753,0.076502734,0.264990439,0.985,0.461
ENSG00000248360,LINC00504,0.838,9.904,0.076531556,0.265056192,0.999,0.732
ENSG00000242361,HLA-DMA,-1.228,1.556,0.076587319,0.26521522,0.941,1.475
ENSG00000100321,SYNGR1,1.058,4.879,0.076637166,0.265319623,1,0.891
ENSG00000017797,RALBP1,0.671,6.001,0.076633305,0.265319623,0.999,0.6
ENSG00000231177,LINC00852,0.979,2.898,0.076652096,0.265337211,0.998,0.832
ENSG00000212534,SNORD70,3.963,-0.892,0.07667386,0.265378444,1,2.113
ENSG00000186329,TMEM212,0.745,7.733,0.076686393,0.265387725,0.999,0.659
ENSG00000251664,PCDHA12,1.556,2.133,0.076768654,0.26563828,1,1.207
ENSG00000246339,EXTL3-AS1,0.766,4.589,0.076796464,0.265700379,0.999,0.662
ENSG00000140395,WDR61,-0.522,4.159,0.076852306,0.265859435,0.975,0.557
ENSG00000137767,SQOR,-0.957,2.182,0.076891748,0.265928169,0.959,1.078
ENSG00000105085,MED26,-0.595,4.09,0.076891919,0.265928169,0.976,0.644
ENSG00000168539,CHRM1,-1.541,0.894,0.076945028,0.266066211,0.918,1.957
ENSG00000167702,KIFC2,0.836,5.734,0.076951587,0.266066211,0.999,0.728
ENSG00000125618,PAX8,-0.892,4.345,0.076988206,0.266158662,0.973,1.021
ENSG00000175868,CALCB,1.314,2.125,0.077001649,0.266165609,0.999,1.052
ENSG00000206181,ELOA2,1.504,2.667,0.077009977,0.266165609,1,1.157
ENSG00000278377,OR2T3,5.127,-0.174,0.077040089,0.266235526,1,2.668
ENSG00000105664,COMP,1.008,2.627,0.077077166,0.266329491,0.998,0.841
ENSG00000234377,RNF219-AS1,-1.033,3.176,0.077087113,0.266329697,0.962,1.214
ENSG00000176605,C14orf177,4.731,-0.456,0.077104818,0.266356707,1,2.506
ENSG00000202142,SNORD114-18,4.224,-0.713,0.077203024,0.266661759,1,2.253
ENSG00000232106,C6orf10,6.148,0.581,0.077234126,0.266734986,1,3.035
ENSG00000101327,PDYN,3.661,0.284,0.077328552,0.26695092,1,2.317
ENSG00000179855,GIPC3,-0.93,3.427,0.077333844,0.26695092,0.966,1.074
ENSG00000155034,FBXL18,0.485,5.142,0.077328676,0.26695092,0.996,0.445
ENSG00000198898,CAPZA2,-0.542,5.207,0.07733629,0.26695092,0.982,0.585
ENSG00000164885,CDK5,1.283,2.295,0.07735802,0.266961235,0.999,1.04
ENSG00000183049,CAMK1D,0.837,7.563,0.077359099,0.266961235,0.999,0.733
ENSG00000132563,REEP2,0.755,3.978,0.077373423,0.266976467,0.998,0.656
ENSG00000178395,CCDC185,4.656,-0.509,0.077402625,0.267008823,1,2.474
ENSG00000095015,MAP3K1,-0.602,4.785,0.07739762,0.267008823,0.979,0.657
ENSG00000188386,PPP3R2,2.124,1.918,0.077432805,0.26704165,1,1.552
ENSG00000086570,FAT2,1.085,3.656,0.07744188,0.26704165,0.999,0.915
ENSG00000116584,ARHGEF2,-0.412,7.327,0.07742892,0.26704165,0.988,0.437
ENSG00000189326,SPANXN4,-1.834,-0.923,0.077469672,0.267063143,0.842,2.452
ENSG00000234493,RHOXF1P1,3.699,-0.512,0.077488114,0.267063143,1,2.038
ENSG00000130303,BST2,-1.006,2.293,0.077493681,0.267063143,0.955,1.167
ENSG00000145545,SRD5A1,0.612,7.416,0.077488735,0.267063143,0.999,0.552
ENSG00000274012,RN7SL2,-0.603,13.814,0.077497683,0.267063143,0.985,0.662
ENSG00000259408,LOC101929988,1.055,1.907,0.077509602,0.26707005,0.997,0.874
ENSG00000110080,ST3GAL4,-0.665,3.497,0.077558379,0.267169772,0.97,0.727
ENSG00000111801,BTN3A3,-0.655,5.018,0.077556113,0.267169772,0.98,0.722
ENSG00000231119,LOC101927377,0.946,2.788,0.077616568,0.267336031,0.998,0.794
ENSG00000236311,TLX1NB,3.495,-0.399,0.077657411,0.267381653,1,2.098
ENSG00000259540,LOC102723335,-1.365,0.35,0.077689368,0.267381653,0.9,1.695
ENSG00000158716,DUSP23,-0.994,2.178,0.077677462,0.267381653,0.954,1.148
ENSG00000165912,PACSIN3,-1.027,2.313,0.077659316,0.267381653,0.955,1.196
ENSG00000167216,KATNAL2,0.572,4.999,0.077683296,0.267381653,0.998,0.51
ENSG00000169926,KLF13,-0.758,5.988,0.077687753,0.267381653,0.979,0.854
ENSG00000163352,LENEP,2.151,0.502,0.077733568,0.267499599,1,1.46
ENSG00000121769,FABP3,-0.856,2.158,0.077764768,0.267512688,0.953,0.961
ENSG00000203877,RIPPLY2,1.578,2.568,0.077765737,0.267512688,1,1.206
ENSG00000173614,NMNAT1,0.601,4.524,0.077767164,0.267512688,0.997,0.541
ENSG00000143228,NUF2,1.047,4.293,0.077802022,0.267586649,0.999,0.885
ENSG00000267080,ASB16-AS1,0.557,4.97,0.077808532,0.267586649,0.997,0.504
ENSG00000264566,MIR23C,4.386,-0.642,0.077891182,0.267836695,1,2.344
ENSG00000131591,C1orf159,0.803,4.946,0.077922248,0.267909319,0.999,0.706
ENSG00000147896,IFNK,-1.155,0.898,0.078127759,0.268527764,0.919,1.381
ENSG00000162188,GNG3,1.944,2.172,0.078125001,0.268527764,1,1.418
ENSG00000163935,SFMBT1,0.678,4.653,0.07813203,0.268527764,0.998,0.603
ENSG00000188992,LIPI,2.766,-0.147,0.078146218,0.268542265,1,1.81
ENSG00000158109,TPRG1L,-0.609,3.724,0.078157115,0.268545456,0.973,0.657
ENSG00000257056,LINC02282,1.959,3.236,0.078191403,0.268594747,1,1.469
ENSG00000136878,USP20,0.66,5.546,0.078185983,0.268594747,0.998,0.592
ENSG00000204393,LOC149950,3.452,-0.034,0.078213034,0.268600549,1,2.114
ENSG00000151164,RAD9B,0.693,3.804,0.078204112,0.268600549,0.997,0.611
ENSG00000259837,LINC01904,2.258,0.275,0.078225315,0.26860848,1,1.633
ENSG00000204371,EHMT2,0.888,3.015,0.07823547,0.268609112,0.998,0.755
ENSG00000138107,ACTR1A,-0.419,6.028,0.07824816,0.268618445,0.985,0.445
ENSG00000171853,TRAPPC12,0.461,5.964,0.078265852,0.268644943,0.997,0.427
ENSG00000263527,MIR4526,4.057,-0.824,0.078307785,0.268754632,1,2.179
ENSG00000264265,LINC01925,5.524,0.096,0.078322554,0.268771078,1,2.829
ENSG00000112992,NNT,0.596,6.754,0.078392228,0.268974555,0.999,0.54
ENSG00000211459,RNR1,-0.713,15.651,0.078401819,0.268974555,0.982,0.8
ENSG00000070601,FRMPD1,1.171,3.64,0.078425835,0.269022684,1,0.971
ENSG00000092054,MYH7,3.076,1.538,0.078455625,0.269090608,1,2.016
ENSG00000135441,BLOC1S1,-0.718,3.527,0.078512894,0.269252749,0.969,0.799
ENSG00000255335,LOC102723330,2.394,2.034,0.078525568,0.269261933,1,1.715
ENSG00000156411,C14orf2,0.498,4.543,0.078573447,0.269391818,0.996,0.449
ENSG00000230921,HAO2-IT1,4.485,-0.639,0.078605515,0.269447547,1,2.409
ENSG00000170579,DLGAP1,1.255,5.477,0.078609706,0.269447547,1,1.039
ENSG00000042753,AP2S1,0.678,3.783,0.078683333,0.269584988,0.996,0.606
ENSG00000137185,ZSCAN9,0.657,3.936,0.078681655,0.269584988,0.997,0.582
ENSG00000068305,MEF2A,-0.6,5.806,0.078689835,0.269584988,0.982,0.66
ENSG00000105771,SMG9,0.546,6.269,0.078686427,0.269584988,0.998,0.498
ENSG00000159461,AMFR,-0.499,4.849,0.078719343,0.269651787,0.98,0.534
ENSG00000054277,OPN3,-0.711,3.235,0.078765755,0.269657854,0.969,0.779
ENSG00000187118,CMC1,-0.699,3.307,0.078781176,0.269657854,0.966,0.777
ENSG00000120675,DNAJC15,-0.743,4.297,0.078755393,0.269657854,0.974,0.834
ENSG00000136274,NACAD,1.192,5.129,0.078769406,0.269657854,1,0.996
ENSG00000187240,DYNC2H1,-0.578,5.685,0.078777538,0.269657854,0.982,0.634
ENSG00000196873,CBWD3,0.613,5.989,0.078757635,0.269657854,0.998,0.553
ENSG00000248890,HHIP-AS1,-1.43,-0.12,0.078812244,0.269729925,0.871,1.828
ENSG00000263715,CRHR1,3.537,-1.054,0.078880855,0.269930446,1,1.828
ENSG00000074771,NOX3,3.357,-0.126,0.078900048,0.269961831,1,2.065
ENSG00000165650,PDZD8,-0.557,6.011,0.078947141,0.270088658,0.983,0.609
ENSG00000115556,PLCD4,0.715,4.561,0.078978833,0.270162768,0.998,0.633
ENSG00000236296,GUSBP5,1.131,2.498,0.079022559,0.27024371,0.999,0.935
ENSG00000119723,COQ6,0.58,4.24,0.079021823,0.27024371,0.996,0.522
ENSG00000207974,MIR557,3.898,-0.908,0.079047722,0.270295447,1,2.092
ENSG00000100372,SLC25A17,-0.637,3.355,0.079064123,0.270317217,0.963,0.706
ENSG00000128203,ASPHD2,1.348,1.75,0.079130114,0.270508505,1,1.028
ENSG00000232065,LINC01063,3.816,-0.934,0.079144031,0.270521749,1,2.029
ENSG00000115386,REG1A,3.276,0.012,0.079160483,0.270543655,1,2.143
ENSG00000127328,RAB3IP,0.885,7.687,0.079195686,0.270629631,0.999,0.774
ENSG00000167699,GLOD4,0.626,4.659,0.079253466,0.270792727,0.997,0.566
ENSG00000163257,DCAF16,0.56,6.492,0.079281651,0.270854677,0.998,0.512
ENSG00000181781,ODF3L2,2.772,-0.141,0.079387778,0.271148469,1,1.85
ENSG00000185775,SPATA31A6,4.551,1.027,0.079384088,0.271148469,1,2.527
ENSG00000210741,MIR196A1,4.146,-0.764,0.079431692,0.271168696,1,2.225
ENSG00000145248,SLC10A4,1.94,1.476,0.079428619,0.271168696,1,1.455
ENSG00000186335,SLC36A2,-0.725,2.942,0.07943315,0.271168696,0.961,0.809
ENSG00000134490,TMEM241,0.527,4.999,0.079444033,0.271168696,0.997,0.48
ENSG00000155111,CDK19,0.734,6.033,0.079437101,0.271168696,0.999,0.655
ENSG00000010626,LRRC23,-0.761,3.444,0.079504631,0.271341156,0.968,0.856
ENSG00000153975,ZUFSP,0.903,2.808,0.079543634,0.271416253,0.997,0.776
ENSG00000136238,RAC1,-0.481,5.899,0.079546786,0.271416253,0.983,0.519
ENSG00000253521,HPYR1,3.901,-0.897,0.07958086,0.271498127,1,2.096
ENSG00000261556,SMG1P7,0.585,6.267,0.079609324,0.271560842,0.998,0.531
ENSG00000115524,SF3B1,-0.559,7.5,0.079626375,0.271584615,0.984,0.614
ENSG00000231608,TNXB,-1.179,2.449,0.079667323,0.271655487,0.947,1.435
ENSG00000274628,FAM95B1,0.734,5.592,0.07965867,0.271655487,0.999,0.653
ENSG00000227131,LOC105375050,4.201,-0.756,0.079696827,0.271712169,1,2.266
ENSG00000234585,CCT6P3,0.505,4.642,0.079704119,0.271712169,0.995,0.461
ENSG00000197409,HIST1H3D,1.188,3.973,0.079726662,0.271754628,1,0.993
ENSG00000114491,UMPS,0.782,5.37,0.079799581,0.271968766,0.999,0.694
ENSG00000121742,GJB6,2.245,0.665,0.079896446,0.272195583,1,1.602
ENSG00000258819,LINC02289,-0.994,2.056,0.079896257,0.272195583,0.948,1.16
ENSG00000155313,USP25,-0.581,5.41,0.079891955,0.272195583,0.98,0.639
ENSG00000124227,ANKRD60,4.312,-0.737,0.079917447,0.2722327,1,2.331
ENSG00000008294,SPAG9,-0.448,7.061,0.079968595,0.272372488,0.986,0.483
ENSG00000196917,HCAR1,0.507,4.378,0.079984563,0.272392435,0.995,0.461
ENSG00000197540,GZMM,-1.417,-0.298,0.080024235,0.27249309,0.866,1.782
ENSG00000175857,GAPT,-0.775,2.894,0.080084404,0.27266351,0.961,0.873
ENSG00000167774,NDUFA7,-2.207,-1.259,0.080145053,0.27280104,0.821,3.122
ENSG00000240230,COX19,0.563,4.603,0.080140162,0.27280104,0.996,0.513
ENSG00000269896,LOC100129534,1.403,3.367,0.080163996,0.272831044,1,1.139
ENSG00000150753,CCT5,0.794,5.87,0.080176229,0.272838209,0.999,0.705
ENSG00000198326,TMEM239,1.194,2.125,0.080230216,0.272936318,0.999,0.969
ENSG00000112214,FHL5,-1.016,2.272,0.080245588,0.272936318,0.948,1.204
ENSG00000116815,CD58,-0.875,2.338,0.080239826,0.272936318,0.951,1.007
ENSG00000167700,MFSD3,1.161,3.344,0.08023042,0.272936318,0.999,0.974
ENSG00000205456,TP53TG3,2.388,1.369,0.080305525,0.273105699,1,1.641
ENSG00000276042,LILRB4,-1.717,0.383,0.080368373,0.27325044,0.884,2.312
ENSG00000164587,RPS14,-0.641,6.218,0.080359159,0.27325044,0.981,0.714
ENSG00000283296,MIR4256,-1.618,-1.217,0.080424253,0.273329151,0.806,2.114
ENSG00000214943,GPR33,3.457,-0.582,0.08043211,0.273329151,1,1.952
ENSG00000221888,OR1C1,4.126,-0.278,0.080430741,0.273329151,1,2.247
ENSG00000139178,C1RL,-0.585,5.198,0.080429287,0.273329151,0.98,0.642
ENSG00000170296,GABARAP,-0.576,5.762,0.080552245,0.273702873,0.981,0.634
ENSG00000204590,GNL1,-0.562,3.04,0.080642075,0.273885316,0.957,0.602
ENSG00000232143,GNL1,-0.562,3.04,0.080644408,0.273885316,0.957,0.602
ENSG00000228581,GNL1,-0.562,3.04,0.080651273,0.273885316,0.957,0.602
ENSG00000092758,COL9A3,1.79,3.466,0.080651423,0.273885316,1,1.383
ENSG00000163660,CCNL1,-0.502,6.804,0.080656775,0.273885316,0.984,0.547
ENSG00000227634,LINC01714,3.806,-0.942,0.080722229,0.274072818,1,2.048
ENSG00000251143,LOC100128494,0.511,5.209,0.080732341,0.274072818,0.997,0.464
ENSG00000176246,OR4L1,4.254,-0.713,0.080755376,0.274116471,1,2.297
ENSG00000112357,PEX7,1.314,1.773,0.080788449,0.274194184,0.999,1.071
ENSG00000163159,VPS72,0.671,4.685,0.080805551,0.27421768,0.998,0.597
ENSG00000261325,LINC02192,3.466,-0.315,0.080855813,0.274327592,1,2.191
ENSG00000162951,LRRTM1,1.811,2.422,0.08086806,0.274327592,1,1.389
ENSG00000164591,MYOZ3,1.219,2.983,0.080868491,0.274327592,0.999,1.003
ENSG00000067365,METTL22,0.739,5.649,0.080888701,0.274361601,0.999,0.661
ENSG00000178821,TMEM52,2.62,0.56,0.08091878,0.274417853,1,1.758
ENSG00000167676,PLIN4,-0.788,3.214,0.08092566,0.274417853,0.964,0.894
ENSG00000185808,PIGP,0.706,5.346,0.080962265,0.274507424,0.998,0.635
ENSG00000139219,COL2A1,1.523,3.957,0.080983245,0.274544004,1,1.22
ENSG00000133048,CHI3L1,-0.875,3.5,0.081008946,0.274562026,0.966,1.009
ENSG00000133134,BEX2,1.346,3.354,0.081001938,0.274562026,1,1.101
ENSG00000212135,SNORD67,2.605,-0.108,0.081057501,0.27457572,1,1.706
ENSG00000258137,LOC102724050,2.315,0.335,0.081074143,0.27457572,1,1.603
ENSG00000186197,EDARADD,1.382,2.148,0.081035529,0.27457572,0.999,1.128
ENSG00000138092,CENPO,0.652,5.487,0.081073697,0.27457572,0.998,0.588
ENSG00000067066,SP100,-0.508,7.079,0.081070575,0.27457572,0.984,0.555
ENSG00000196911,KPNA5,0.622,8.589,0.081032447,0.27457572,0.999,0.568
ENSG00000164512,ANKRD55,-0.978,1.324,0.081122719,0.274705695,0.928,1.136
ENSG00000110880,CORO1C,-0.579,6.607,0.081134873,0.274712318,0.982,0.641
ENSG00000204548,DEFB121,3.735,-0.979,0.08118802,0.274823183,1,2.013
ENSG00000167333,TRIM68,-0.631,4.016,0.08118741,0.274823183,0.971,0.702
ENSG00000229474,PATL2,-0.654,3.602,0.081231002,0.274934129,0.969,0.723
ENSG00000103479,RBL2,-0.448,6.088,0.08134103,0.275271943,0.983,0.484
ENSG00000177614,PGBD5,0.938,5.558,0.081362238,0.275309129,0.999,0.813
ENSG00000268996,MAN1B1-AS1,0.909,2.555,0.081394626,0.275384131,0.997,0.781
ENSG00000145780,FEM1C,-0.476,5.834,0.081484527,0.275653673,0.982,0.516
ENSG00000119720,NRDE2,0.588,6.555,0.081499002,0.275668022,0.998,0.54
ENSG00000276463,TAF9,0.882,3.062,0.081532554,0.275716361,0.998,0.763
ENSG00000280548,FBL,0.984,4.274,0.081533764,0.275716361,0.999,0.851
ENSG00000128791,TWSG1,-0.602,4.074,0.081554883,0.275718554,0.971,0.666
ENSG00000105202,FBL,0.984,4.274,0.081550413,0.275718554,0.999,0.851
ENSG00000236996,MLIP-IT1,3.76,-0.971,0.081599374,0.2758296,1,2.024
ENSG00000204414,CSHL1,-1.786,-0.598,0.081672048,0.2758296,0.846,2.431
ENSG00000226850,ATP6V1G2,1.408,-0.106,0.081672764,0.2758296,0.99,1.078
ENSG00000234668,ATP6V1G2,1.409,-0.105,0.08165611,0.2758296,0.99,1.078
ENSG00000230900,ATP6V1G2,1.409,-0.105,0.081655078,0.2758296,0.99,1.078
ENSG00000206445,ATP6V1G2,1.41,-0.105,0.081655018,0.2758296,0.99,1.078
ENSG00000247596,TWF2,-0.688,2.824,0.081615313,0.2758296,0.959,0.758
ENSG00000229470,GNL1,-0.592,2.926,0.081679884,0.2758296,0.956,0.638
ENSG00000108510,MED13,-0.436,7.321,0.081667465,0.2758296,0.985,0.472
ENSG00000007372,PAX6,1.22,5.291,0.081827122,0.27629218,1,1.022
ENSG00000278223,MIR6783,3.42,-1.113,0.081880318,0.27636335,1,1.793
ENSG00000255042,LOC441601,3.906,-0.92,0.081885301,0.27636335,1,2.126
ENSG00000101445,PPP1R16B,-0.831,5.136,0.081880857,0.27636335,0.972,0.961
ENSG00000185504,FAAP100,0.708,5.448,0.081889237,0.27636335,0.998,0.64
ENSG00000127423,AUNIP,0.953,2.724,0.081914864,0.276415208,0.997,0.822
ENSG00000106236,NPTX2,1.974,4.306,0.081935212,0.276427046,1,1.501
ENSG00000054282,SDCCAG8,-0.537,4.553,0.081938895,0.276427046,0.975,0.586
ENSG00000159761,C16orf86,-1.161,0.953,0.08195487,0.276446319,0.928,1.363
ENSG00000233607,LINC01392,3.262,-0.643,0.081984969,0.276513222,1,1.944
ENSG00000183850,ZNF730,1.495,2.782,0.082000594,0.276531296,1,1.175
ENSG00000171611,PTCRA,-1.696,-0.454,0.082031989,0.276572279,0.845,2.313
ENSG00000137860,SLC28A2,0.918,3.841,0.082034746,0.276572279,0.999,0.796
ENSG00000196267,ZNF836,0.71,4.088,0.082043548,0.276572279,0.997,0.643
ENSG00000072422,RHOBTB1,-0.783,3.95,0.082079368,0.276658411,0.969,0.895
ENSG00000242732,RTL5,0.846,5.543,0.082119726,0.276759811,0.999,0.748
ENSG00000173064,HECTD4,0.492,8.409,0.082189504,0.276960326,0.998,0.461
ENSG00000177238,TRIM72,0.471,5.073,0.08234919,0.277463725,0.996,0.435
ENSG00000101981,F9,3.42,0.411,0.082359602,0.277464102,1,1.968
ENSG00000254278,LOC101927513,-1.605,-0.703,0.082373441,0.277476024,0.84,2.114
ENSG00000256551,LINC02369,4.035,-0.842,0.082414299,0.277544241,1,2.197
ENSG00000100575,TIMM9,1.042,2.769,0.082409369,0.277544241,0.999,0.878
ENSG00000122335,SERAC1,0.528,4.441,0.082432247,0.277569985,0.995,0.48
ENSG00000179002,TAS1R2,4.713,-0.433,0.082462375,0.277636729,1,2.532
ENSG00000139651,ZNF740,0.538,5.894,0.082494318,0.277709567,0.997,0.498
ENSG00000263627,PPP4R1-AS1,-1.598,-0.916,0.082527102,0.277785216,0.858,1.963
ENSG00000147381,MAGEA4,4.823,-0.398,0.082564262,0.277857112,1,2.586
ENSG00000123124,WWP1,-0.453,5.029,0.082569091,0.277857112,0.978,0.488
ENSG00000255072,PIGY,3.827,-0.957,0.082684766,0.278188246,1,2.084
ENSG00000102021,LUZP4,3.936,-0.879,0.082688146,0.278188246,1,2.138
